,State,City,Area,Year,Season,SO2,NO2,RSPM,SPM,PM_2.5
7337,Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2015.0,Spring,2.53,15.35,117.75,,41.74
7338,Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2015.0,Summer,2.3,15.1,72.05,,31.36
7339,Madhya Pradesh,Sagar,"Residential, Rural and other Areas",2015.0,Winter,2.1,12.9,106.71,,51.29
7375,Madhya Pradesh,Satna,Industrial Area,2001.0,Autumn,10.03,17.37,,,
7376,Madhya Pradesh,Satna,Industrial Area,2001.0,Spring,12.3,13.0,,,
7377,Madhya Pradesh,Satna,Industrial Area,2001.0,Winter,16.93,18.83,,,
7378,Madhya Pradesh,Satna,Industrial Area,2002.0,Autumn,3.73,4.87,,,
7379,Madhya Pradesh,Satna,Industrial Area,2002.0,Spring,11.47,14.93,,,
7380,Madhya Pradesh,Satna,Industrial Area,2002.0,Summer,3.9,5.63,,,
7381,Madhya Pradesh,Satna,Industrial Area,2002.0,Winter,12.4,15.63,,,
7382,Madhya Pradesh,Satna,Industrial Area,2003.0,Autumn,0.0,0.0,0.0,0.0,
7383,Madhya Pradesh,Satna,Industrial Area,2003.0,Spring,0.0,0.0,0.0,0.0,
7384,Madhya Pradesh,Satna,Industrial Area,2003.0,Summer,0.0,0.0,0.0,0.0,
7385,Madhya Pradesh,Satna,Industrial Area,2003.0,Winter,0.0,0.0,0.0,0.0,
7386,Madhya Pradesh,Satna,Industrial Area,2010.0,Autumn,2.94,6.64,244.65,407.04,
7387,Madhya Pradesh,Satna,Industrial Area,2010.0,Spring,2.72,5.73,297.24,391.0,
7388,Madhya Pradesh,Satna,Industrial Area,2010.0,Summer,2.77,6.0,244.27,340.09,
7389,Madhya Pradesh,Satna,Industrial Area,2010.0,Winter,3.09,6.56,211.67,278.19,
7390,Madhya Pradesh,Satna,Industrial Area,2014.0,Autumn,3.47,7.1,213.38,,
7391,Madhya Pradesh,Satna,Industrial Area,2014.0,Spring,3.25,6.15,218.24,,
7392,Madhya Pradesh,Satna,Industrial Area,2014.0,Summer,3.14,6.38,199.88,,
7393,Madhya Pradesh,Satna,Industrial Area,2014.0,Winter,3.43,7.71,201.0,,
7394,Madhya Pradesh,Satna,Industrial Area,2015.0,Spring,,6.48,195.6,,
7395,Madhya Pradesh,Satna,Industrial Area,2015.0,Summer,,,97.2,,
7396,Madhya Pradesh,Satna,Industrial Area,2015.0,Winter,,7.56,153.25,,
7397,Madhya Pradesh,Satna,Industrial Area,2005.0,Autumn,4.73,9.42,243.59,369.65,
7398,Madhya Pradesh,Satna,Industrial Area,2005.0,Spring,4.8,9.73,177.75,355.5,
7399,Madhya Pradesh,Satna,Industrial Area,2005.0,Summer,4.92,9.77,204.27,327.55,
7400,Madhya Pradesh,Satna,Industrial Area,2005.0,Winter,4.89,9.9,288.75,439.62,
7401,Madhya Pradesh,Satna,Industrial Area,2006.0,Autumn,3.69,7.23,282.25,460.42,
7402,Madhya Pradesh,Satna,Industrial Area,2006.0,Spring,3.65,7.6,289.95,457.1,
7403,Madhya Pradesh,Satna,Industrial Area,2006.0,Summer,3.48,6.79,264.12,431.53,
7404,Madhya Pradesh,Satna,Industrial Area,2006.0,Winter,4.32,8.59,303.39,489.28,
7405,Madhya Pradesh,Satna,Industrial Area,2007.0,Autumn,3.93,8.62,295.0,438.05,
7406,Madhya Pradesh,Satna,Industrial Area,2007.0,Spring,4.36,10.11,282.15,441.38,
7407,Madhya Pradesh,Satna,Industrial Area,2007.0,Summer,3.56,7.31,269.05,396.63,
7408,Madhya Pradesh,Satna,Industrial Area,2007.0,Winter,4.9,10.0,299.46,454.21,
7409,Madhya Pradesh,Satna,Industrial Area,2008.0,Autumn,3.89,7.3,264.65,392.45,
7410,Madhya Pradesh,Satna,Industrial Area,2008.0,Spring,3.86,7.51,260.5,407.46,
7411,Madhya Pradesh,Satna,Industrial Area,2008.0,Summer,3.4,7.09,264.89,394.37,
7412,Madhya Pradesh,Satna,Industrial Area,2008.0,Winter,4.33,8.59,270.17,409.13,
7413,Madhya Pradesh,Satna,Industrial Area,2009.0,Autumn,3.87,7.5,316.67,475.67,
7414,Madhya Pradesh,Satna,Industrial Area,2009.0,Spring,3.22,6.91,302.0,461.88,
7415,Madhya Pradesh,Satna,Industrial Area,2009.0,Winter,3.65,7.79,283.27,414.93,
7416,Madhya Pradesh,Satna,Residential and others,2005.0,Autumn,4.3,,95.76,153.12,
7417,Madhya Pradesh,Satna,Residential and others,2005.0,Spring,4.55,9.3,124.67,194.0,
7418,Madhya Pradesh,Satna,Residential and others,2005.0,Summer,4.1,9.25,98.0,203.45,
7419,Madhya Pradesh,Satna,Residential and others,2005.0,Winter,4.7,9.35,117.0,177.88,
7420,Madhya Pradesh,Satna,Residential and others,2006.0,Autumn,3.06,6.65,136.65,195.57,
7421,Madhya Pradesh,Satna,Residential and others,2006.0,Spring,3.14,6.67,152.36,224.84,
7422,Madhya Pradesh,Satna,Residential and others,2006.0,Summer,2.79,6.41,138.89,208.33,
7423,Madhya Pradesh,Satna,Residential and others,2006.0,Winter,3.35,7.16,152.94,223.33,
7424,Madhya Pradesh,Satna,Residential and others,2007.0,Autumn,3.47,7.56,105.73,155.55,
7425,Madhya Pradesh,Satna,Residential and others,2007.0,Spring,3.63,7.83,129.25,192.25,
7426,Madhya Pradesh,Satna,Residential and others,2007.0,Summer,3.72,7.46,127.78,192.78,
7427,Madhya Pradesh,Satna,Residential and others,2007.0,Winter,4.41,9.46,127.5,185.33,
7428,Madhya Pradesh,Satna,Residential and others,2008.0,Autumn,3.11,6.89,95.68,143.74,
7429,Madhya Pradesh,Satna,Residential and others,2008.0,Spring,3.2,6.99,118.82,172.46,
7430,Madhya Pradesh,Satna,Residential and others,2008.0,Summer,3.28,6.92,102.1,147.15,
7431,Madhya Pradesh,Satna,Residential and others,2008.0,Winter,3.61,7.8,121.48,184.17,
7432,Madhya Pradesh,Satna,Residential and others,2009.0,Autumn,3.0,6.13,104.67,162.33,
7433,Madhya Pradesh,Satna,Residential and others,2009.0,Spring,2.95,6.0,123.38,185.88,
7434,Madhya Pradesh,Satna,Residential and others,2009.0,Winter,2.89,6.61,121.53,186.87,
7472,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2001.0,Autumn,7.6,10.2,,,
7473,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2001.0,Spring,10.37,10.43,,,
7474,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2001.0,Summer,5.0,5.7,,,
7475,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2001.0,Winter,14.17,14.93,,,
7476,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2002.0,Autumn,2.97,4.5,,,
7477,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2002.0,Spring,12.83,11.37,,,
7478,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2002.0,Summer,3.17,4.6,,,
7479,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2002.0,Winter,9.67,11.8,,,
7480,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2003.0,Autumn,0.0,0.0,0.0,0.0,
7481,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2003.0,Spring,0.0,0.0,0.0,0.0,
7482,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2003.0,Summer,0.0,0.0,0.0,0.0,
7483,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2003.0,Winter,0.0,0.0,0.0,0.0,
7484,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2010.0,Autumn,2.72,6.03,123.36,170.2,
7485,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2010.0,Spring,2.28,5.04,127.0,161.15,
7486,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2010.0,Summer,2.45,5.28,132.14,170.43,
7487,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2010.0,Winter,2.6,5.85,158.75,238.12,
7488,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2011.0,Autumn,2.33,5.53,93.33,147.0,
7489,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2011.0,Spring,2.3,5.17,97.33,140.33,
7490,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2011.0,Summer,2.0,4.83,101.0,148.33,
7491,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2011.0,Winter,2.92,6.13,100.18,151.73,
7492,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2014.0,Autumn,2.89,6.5,119.43,,
7493,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2014.0,Spring,2.5,6.38,116.14,,
7494,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2014.0,Summer,2.6,5.45,118.47,,
7495,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2014.0,Winter,3.0,6.57,107.27,,
7496,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2015.0,Autumn,,,51.0,,
7497,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2015.0,Spring,,5.72,99.84,,
7498,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2015.0,Summer,,,66.71,,
7499,Madhya Pradesh,Satna,"Residential, Rural and other Areas",2015.0,Winter,,6.56,107.88,,
7500,Madhya Pradesh,Singrauli,Residential and others,2006.0,Autumn,22.99,31.72,65.13,301.63,
7501,Madhya Pradesh,Singrauli,Residential and others,2006.0,Spring,23.79,33.2,96.1,329.32,
7502,Madhya Pradesh,Singrauli,Residential and others,2006.0,Summer,23.44,32.9,79.62,355.38,
7503,Madhya Pradesh,Singrauli,Residential and others,2006.0,Winter,24.4,33.6,85.14,344.57,
7504,Madhya Pradesh,Singrauli,Residential and others,2007.0,Autumn,,,61.29,290.23,
7505,Madhya Pradesh,Singrauli,Residential and others,2007.0,Spring,,,65.39,325.04,
7506,Madhya Pradesh,Singrauli,Residential and others,2007.0,Summer,22.2,27.7,61.75,299.12,
7507,Madhya Pradesh,Singrauli,Residential and others,2007.0,Winter,,,63.91,318.73,
7508,Madhya Pradesh,Singrauli,Residential and others,2008.0,Autumn,,,66.0,329.33,
7509,Madhya Pradesh,Singrauli,Residential and others,2008.0,Spring,15.2,18.5,64.88,318.92,
7510,Madhya Pradesh,Singrauli,Residential and others,2008.0,Summer,,,64.29,313.0,
7511,Madhya Pradesh,Singrauli,Residential and others,2008.0,Winter,,,63.7,310.08,
7512,Madhya Pradesh,Singrauli,Residential and others,2009.0,Autumn,,,,,
7513,Madhya Pradesh,Singrauli,Residential and others,2009.0,Spring,,,51.0,223.5,
7514,Madhya Pradesh,Singrauli,Residential and others,2009.0,Summer,,,65.0,319.5,
7515,Madhya Pradesh,Singrauli,Residential and others,2009.0,Winter,,,62.81,295.12,
7516,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2010.0,Autumn,14.6,18.0,57.0,258.6,
7517,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2010.0,Spring,16.51,20.46,60.6,292.2,
7518,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2010.0,Summer,14.78,18.38,59.25,277.5,
7519,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2010.0,Winter,14.76,18.62,57.92,258.15,
7520,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2012.0,Spring,23.9,26.5,64.0,,
7521,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2012.0,Winter,23.2,24.3,62.0,,
7522,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2015.0,Autumn,13.62,17.75,90.83,,43.73
7523,Madhya Pradesh,Singrauli,"Residential, Rural and other Areas",2015.0,Winter,12.72,18.76,89.04,,42.14
7524,Madhya Pradesh,Ujjain,Industrial Area,2010.0,Autumn,15.0,15.41,112.43,232.79,
7525,Madhya Pradesh,Ujjain,Industrial Area,2010.0,Spring,17.92,19.04,125.0,260.11,
7526,Madhya Pradesh,Ujjain,Industrial Area,2010.0,Summer,14.42,16.21,105.35,219.0,
7527,Madhya Pradesh,Ujjain,Industrial Area,2010.0,Winter,14.65,15.64,126.27,261.5,
7528,Madhya Pradesh,Ujjain,Industrial Area,2011.0,Autumn,15.1,15.74,135.27,273.45,
7529,Madhya Pradesh,Ujjain,Industrial Area,2011.0,Spring,18.66,19.53,138.14,282.9,
7530,Madhya Pradesh,Ujjain,Industrial Area,2011.0,Summer,13.74,14.51,108.53,227.67,
7531,Madhya Pradesh,Ujjain,Industrial Area,2011.0,Winter,16.01,16.89,134.4,276.35,
7532,Madhya Pradesh,Ujjain,Industrial Area,2012.0,Autumn,16.61,17.44,129.04,,
7533,Madhya Pradesh,Ujjain,Industrial Area,2012.0,Spring,18.24,19.24,124.64,,
7534,Madhya Pradesh,Ujjain,Industrial Area,2012.0,Summer,15.29,15.97,121.5,,
7535,Madhya Pradesh,Ujjain,Industrial Area,2012.0,Winter,16.42,17.29,133.5,,
7536,Madhya Pradesh,Ujjain,Industrial Area,2013.0,Autumn,16.54,17.25,122.3,247.17,
7537,Madhya Pradesh,Ujjain,Industrial Area,2013.0,Spring,18.32,19.77,117.22,236.78,
7538,Madhya Pradesh,Ujjain,Industrial Area,2013.0,Summer,15.62,17.72,102.92,208.85,
7539,Madhya Pradesh,Ujjain,Industrial Area,2013.0,Winter,17.14,18.04,130.35,261.65,
7540,Madhya Pradesh,Ujjain,Industrial Area,2014.0,Autumn,16.31,17.06,138.69,,
7541,Madhya Pradesh,Ujjain,Industrial Area,2014.0,Spring,19.21,19.88,139.75,,
7542,Madhya Pradesh,Ujjain,Industrial Area,2014.0,Summer,19.25,17.58,134.75,,
7543,Madhya Pradesh,Ujjain,Industrial Area,2014.0,Winter,16.88,17.76,141.72,,
7544,Madhya Pradesh,Ujjain,Industrial Area,2015.0,Autumn,16.0,16.88,137.25,,
7545,Madhya Pradesh,Ujjain,Industrial Area,2015.0,Spring,18.68,19.59,130.77,,
7546,Madhya Pradesh,Ujjain,Industrial Area,2015.0,Summer,14.58,15.42,108.6,,
7547,Madhya Pradesh,Ujjain,Industrial Area,2015.0,Winter,16.09,17.77,132.32,,
7548,Madhya Pradesh,Ujjain,Industrial Area,2006.0,Autumn,16.86,14.21,53.47,118.76,
7549,Madhya Pradesh,Ujjain,Industrial Area,2006.0,Spring,19.86,14.09,49.78,118.78,
7550,Madhya Pradesh,Ujjain,Industrial Area,2006.0,Summer,18.79,15.48,53.67,119.42,
7551,Madhya Pradesh,Ujjain,Industrial Area,2006.0,Winter,19.32,15.05,63.75,142.0,
7552,Madhya Pradesh,Ujjain,Industrial Area,2007.0,Autumn,13.45,14.4,120.62,254.5,
7553,Madhya Pradesh,Ujjain,Industrial Area,2007.0,Spring,15.23,15.18,121.6,249.8,
7554,Madhya Pradesh,Ujjain,Industrial Area,2007.0,Summer,13.58,14.21,117.11,248.28,
7555,Madhya Pradesh,Ujjain,Industrial Area,2007.0,Winter,18.22,19.07,125.96,269.22,
7556,Madhya Pradesh,Ujjain,Industrial Area,2008.0,Autumn,14.79,15.68,149.46,310.0,
7557,Madhya Pradesh,Ujjain,Industrial Area,2008.0,Spring,14.77,15.5,160.19,328.63,
7558,Madhya Pradesh,Ujjain,Industrial Area,2008.0,Summer,14.9,15.46,130.71,271.9,
7559,Madhya Pradesh,Ujjain,Industrial Area,2008.0,Winter,14.74,15.62,167.41,343.96,
7560,Madhya Pradesh,Ujjain,Industrial Area,2009.0,Autumn,13.13,14.04,95.05,212.05,
7561,Madhya Pradesh,Ujjain,Industrial Area,2009.0,Spring,14.51,15.38,131.67,273.13,
7562,Madhya Pradesh,Ujjain,Industrial Area,2009.0,Summer,13.28,14.18,96.95,198.75,
7563,Madhya Pradesh,Ujjain,Industrial Area,2009.0,Winter,14.71,15.7,142.36,275.32,
7564,Madhya Pradesh,Ujjain,Residential and others,2005.0,Spring,10.2,10.3,133.0,280.0,
7565,Madhya Pradesh,Ujjain,Residential and others,2006.0,Autumn,9.05,9.55,51.65,114.65,
7566,Madhya Pradesh,Ujjain,Residential and others,2006.0,Spring,9.43,10.14,61.62,145.62,
7567,Madhya Pradesh,Ujjain,Residential and others,2006.0,Summer,10.23,9.84,47.17,105.33,
7568,Madhya Pradesh,Ujjain,Residential and others,2006.0,Winter,9.72,9.05,49.83,114.83,
7569,Madhya Pradesh,Ujjain,Residential and others,2007.0,Autumn,7.53,9.29,92.09,196.26,
7570,Madhya Pradesh,Ujjain,Residential and others,2007.0,Spring,9.22,10.42,98.72,210.48,
7571,Madhya Pradesh,Ujjain,Residential and others,2007.0,Summer,7.35,9.02,83.08,180.5,
7572,Madhya Pradesh,Ujjain,Residential and others,2007.0,Winter,8.94,10.73,106.93,228.25,
7573,Madhya Pradesh,Ujjain,Residential and others,2008.0,Autumn,7.76,9.23,80.35,171.45,
7574,Madhya Pradesh,Ujjain,Residential and others,2008.0,Spring,6.88,8.45,55.62,121.65,
7575,Madhya Pradesh,Ujjain,Residential and others,2008.0,Summer,7.01,8.55,64.38,139.1,
7576,Madhya Pradesh,Ujjain,Residential and others,2008.0,Winter,7.81,9.38,85.21,181.32,
7577,Madhya Pradesh,Ujjain,Residential and others,2009.0,Autumn,7.85,8.6,48.65,85.26,
7578,Madhya Pradesh,Ujjain,Residential and others,2009.0,Spring,7.96,9.43,59.0,105.1,
7579,Madhya Pradesh,Ujjain,Residential and others,2009.0,Summer,6.86,8.32,47.04,85.22,
7580,Madhya Pradesh,Ujjain,Residential and others,2009.0,Winter,7.95,9.49,64.3,114.65,
7581,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2010.0,Autumn,7.22,8.74,56.12,118.88,
7582,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2010.0,Spring,7.98,9.55,55.29,112.29,
7583,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2010.0,Summer,7.47,8.99,46.15,99.85,
7584,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2010.0,Winter,8.06,9.4,58.09,120.45,
7585,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2011.0,Autumn,7.95,9.23,63.92,127.88,
7586,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2011.0,Spring,8.25,9.52,61.0,125.36,
7587,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2011.0,Summer,9.13,10.38,58.55,120.55,
7588,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2011.0,Winter,7.76,9.04,67.25,138.0,
7589,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2012.0,Autumn,8.53,9.77,61.0,,
7590,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2012.0,Spring,8.55,9.76,58.53,,
7591,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2012.0,Summer,8.45,9.65,55.0,,
7592,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2012.0,Winter,8.99,10.12,62.8,,
7593,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2013.0,Autumn,8.91,10.16,59.78,,
7594,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2013.0,Spring,8.82,10.09,59.37,,
7595,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2013.0,Summer,8.86,9.88,57.0,,
7596,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2013.0,Winter,8.75,10.06,57.75,,
7597,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2014.0,Autumn,11.29,12.17,82.81,,
7598,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2014.0,Spring,11.95,13.0,87.18,,
7599,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2014.0,Summer,10.79,11.75,75.81,,
7600,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2014.0,Winter,11.26,12.29,83.49,,
7601,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2015.0,Autumn,10.94,12.19,90.53,,
7602,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2015.0,Spring,13.35,14.16,79.63,,
7603,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2015.0,Summer,11.16,12.15,64.97,,
7604,Madhya Pradesh,Ujjain,"Residential, Rural and other Areas",2015.0,Winter,12.62,14.38,103.5,,
7605,Madhya Pradesh,Ujjain,Sensitive Area,2010.0,Autumn,11.78,12.44,64.92,135.83,
7606,Madhya Pradesh,Ujjain,Sensitive Area,2010.0,Spring,13.08,17.48,79.08,167.08,
7607,Madhya Pradesh,Ujjain,Sensitive Area,2010.0,Summer,11.9,12.82,60.63,129.58,
7608,Madhya Pradesh,Ujjain,Sensitive Area,2010.0,Winter,12.33,13.33,73.33,155.53,
7609,Madhya Pradesh,Ujjain,Sensitive Area,2011.0,Spring,21.7,22.6,136.0,276.0,
7610,Madhya Pradesh,Ujjain,Sensitive Area,2011.0,Winter,11.3,11.7,61.0,122.0,
7611,Madhya Pradesh,Ujjain,Sensitive Area,2012.0,Autumn,12.05,12.58,56.74,,
7612,Madhya Pradesh,Ujjain,Sensitive Area,2012.0,Spring,11.7,12.26,54.62,,
7613,Madhya Pradesh,Ujjain,Sensitive Area,2012.0,Summer,11.09,11.59,45.93,,
7614,Madhya Pradesh,Ujjain,Sensitive Area,2012.0,Winter,11.62,12.12,54.86,,
7615,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Autumn,13.34,13.91,63.19,,
7616,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Spring,13.26,13.94,60.15,,
7617,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Summer,11.64,12.38,48.5,,
7618,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Winter,12.52,13.01,61.82,,
7619,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Autumn,12.79,13.43,87.47,,
7620,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Spring,13.52,14.28,89.52,,
7621,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Summer,12.64,13.43,79.69,,
7622,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Winter,12.35,13.2,81.1,,
7623,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Autumn,12.39,13.44,98.06,,
7624,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Spring,13.35,14.0,79.35,,
7625,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Summer,12.0,12.81,58.06,,
7626,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Winter,12.87,14.22,97.52,,
7627,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Autumn,16.16,13.93,60.0,131.79,
7628,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Spring,14.73,12.82,58.75,139.38,
7629,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Summer,17.31,14.54,48.11,106.11,
7630,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Winter,16.99,13.97,59.78,132.44,
7631,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Autumn,12.81,14.02,109.5,232.04,
7632,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Spring,14.59,15.25,118.57,251.86,
7633,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Summer,12.79,13.44,102.89,219.84,
7634,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Winter,14.8,16.09,112.09,241.14,
7635,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Autumn,11.93,12.7,93.11,196.89,
7636,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Spring,11.96,12.63,63.52,137.14,
7637,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Summer,10.35,11.25,67.29,145.12,
7638,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Winter,12.09,13.01,101.25,214.0,
7639,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Autumn,9.7,10.85,55.45,115.14,
7640,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Spring,10.87,11.71,65.5,136.62,
7641,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Summer,8.59,9.77,54.53,111.6,
7642,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Winter,10.48,11.16,63.14,126.81,
7643,Maharashtra,Akola,Industrial Area,2011.0,Autumn,9.1,10.76,140.81,,
7644,Maharashtra,Akola,Industrial Area,2011.0,Spring,11.77,13.38,156.62,,
7645,Maharashtra,Akola,Industrial Area,2011.0,Summer,8.27,10.45,122.0,,
7646,Maharashtra,Akola,Industrial Area,2011.0,Winter,10.62,12.31,148.0,,
7647,Maharashtra,Akola,Industrial Area,2012.0,Autumn,9.11,10.74,135.91,,
7648,Maharashtra,Akola,Industrial Area,2012.0,Spring,11.12,12.76,151.55,,
7649,Maharashtra,Akola,Industrial Area,2012.0,Summer,9.5,11.08,127.65,,
7650,Maharashtra,Akola,Industrial Area,2012.0,Winter,10.38,11.96,144.36,,
7651,Maharashtra,Akola,Industrial Area,2013.0,Autumn,6.85,7.81,125.69,,
7652,Maharashtra,Akola,Industrial Area,2013.0,Summer,7.14,8.0,121.43,,
7653,Maharashtra,Akola,Industrial Area,2013.0,Winter,9.15,10.69,145.35,,
7654,Maharashtra,Akola,Industrial Area,2015.0,Autumn,9.04,10.25,130.32,,
7655,Maharashtra,Akola,Industrial Area,2015.0,Spring,7.38,9.46,126.42,,
7656,Maharashtra,Akola,Industrial Area,2015.0,Summer,7.17,9.17,122.94,,
7657,Maharashtra,Akola,Industrial Area,2015.0,Winter,8.07,9.93,129.11,,
7658,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Autumn,7.1,9.19,123.71,,
7659,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Spring,8.0,9.59,126.12,,
7660,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Summer,6.2,8.35,108.2,,
7661,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Winter,7.46,9.23,125.54,,
7662,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Autumn,8.02,9.4,135.48,,
7663,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Spring,8.57,10.12,148.1,,
7664,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Summer,7.41,9.27,125.06,,
7665,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Winter,8.29,9.78,144.52,,
7666,Maharashtra,Akola,"Residential, Rural and other Areas",2013.0,Autumn,6.35,7.37,127.03,,
7667,Maharashtra,Akola,"Residential, Rural and other Areas",2013.0,Summer,7.29,8.14,116.67,,
7668,Maharashtra,Akola,"Residential, Rural and other Areas",2013.0,Winter,7.9,9.02,142.61,,
7669,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Autumn,7.42,8.83,143.04,,
7670,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Spring,9.42,11.0,163.79,,
7671,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Summer,8.52,9.39,146.65,,
7672,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Winter,8.43,9.65,151.13,,
7673,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Autumn,6.96,7.63,129.37,,
7674,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Spring,6.6,7.4,122.31,,
7675,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Summer,6.66,7.03,123.69,,
7676,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Winter,6.88,7.98,129.71,,
7677,Maharashtra,Amravati,Industrial Area,2010.0,Autumn,12.1,14.13,119.24,,
7678,Maharashtra,Amravati,Industrial Area,2010.0,Spring,12.83,14.78,117.89,,
7679,Maharashtra,Amravati,Industrial Area,2010.0,Summer,11.06,12.96,114.92,,
7680,Maharashtra,Amravati,Industrial Area,2010.0,Winter,12.38,14.43,130.35,,
